ID,adj.P.Val,P.Value,t,B,logFC,GI,Gene.symbol,Gene.title
ILMN_1679051,5.28E-01,3.86E-01,-0.9150917,-7.62747,-0.21919747,333108250,PTPRR,"protein tyrosine phosphatase, receptor type R"
ILMN_1719404,5.28E-01,3.86E-01,0.9150655,-7.62749,0.1031662,527122121,TRIM50,tripartite motif containing 50
ILMN_1726374,5.28E-01,3.86E-01,-0.9149911,-7.62756,-0.06853444,NA,,
ILMN_1907206,5.28E-01,3.86E-01,0.9149674,-7.62758,0.08060236,1492403,,
ILMN_1857355,5.29E-01,3.86E-01,-0.9148349,-7.62771,-0.09158764,27827956,,
ILMN_1687947,5.29E-01,3.86E-01,0.9148068,-7.62773,0.11696424,21396483,HIST1H2BE,"histone cluster 1, H2be"
ILMN_2304659,5.29E-01,3.86E-01,0.9146384,-7.62789,0.06894471,NA,,
ILMN_1907514,5.29E-01,3.86E-01,0.9145666,-7.62796,0.1076259,NA,,
ILMN_1668924,5.29E-01,3.86E-01,-0.9145563,-7.62797,-0.12153759,227497860,BEGAIN,brain enriched guanylate kinase associated
ILMN_1898059,5.29E-01,3.86E-01,-0.9145267,-7.62799,-0.08449287,27878825,,
ILMN_1909878,5.29E-01,3.86E-01,-0.9143333,-7.62817,-0.07307323,31448332,,
ILMN_2088437,5.29E-01,3.86E-01,0.9143248,-7.62818,0.22461182,68348719,CX3CR1,C-X3-C motif chemokine receptor 1
ILMN_1840165,5.29E-01,3.87E-01,-0.9137276,-7.62874,-0.10132138,2743303,,
ILMN_1711787,5.29E-01,3.87E-01,0.9134847,-7.62896,0.09568825,45269144,KEAP1,kelch like ECH associated protein 1
ILMN_1907563,5.29E-01,3.87E-01,0.9133563,-7.62908,0.08542239,10035054,,
ILMN_1866582,5.29E-01,3.87E-01,-0.9132783,-7.62916,-0.06950162,4524465,,
ILMN_1909627,5.29E-01,3.87E-01,0.9131926,-7.62923,0.0822005,27837021,,
ILMN_1693831,5.29E-01,3.87E-01,-0.9131493,-7.62927,-0.07701035,NA,,
ILMN_1661076,5.30E-01,3.87E-01,-0.9129274,-7.62948,-0.06556555,31563539,WFDC10B,WAP four-disulfide core domain 10B
ILMN_1832419,5.30E-01,3.87E-01,0.9128829,-7.62952,0.0932155,27832864,,
ILMN_1680521,5.30E-01,3.87E-01,0.91283,-7.62957,0.11956326,168480149,AVPR1B,arginine vasopressin receptor 1B
ILMN_1881562,5.30E-01,3.87E-01,0.9128196,-7.62958,0.07529535,5864355,,
ILMN_2333449,5.30E-01,3.87E-01,0.9127718,-7.62963,0.13528082,291575175,FSHR,follicle stimulating hormone receptor
ILMN_1689211,5.30E-01,3.87E-01,-0.9127485,-7.62965,-0.09955692,148277036,AAK1,AP2 associated kinase 1
ILMN_1857662,5.30E-01,3.87E-01,0.9127412,-7.62965,0.08713086,31449485,,
ILMN_1751803,5.30E-01,3.87E-01,-0.9125741,-7.62981,-0.11452643,751868069,LSM10,"LSM10, U7 small nuclear RNA associated"
ILMN_1695490,5.30E-01,3.87E-01,-0.912507,-7.62987,-0.11868464,815890873,PLD4,phospholipase D family member 4
ILMN_1803870,5.30E-01,3.87E-01,-0.9124673,-7.62991,-0.15739368,197333743,CDK16,cyclin dependent kinase 16
ILMN_1759933,5.30E-01,3.87E-01,0.9122475,-7.63011,0.0706713,23110998,MS4A6E,membrane spanning 4-domains A6E
ILMN_1775851,5.30E-01,3.87E-01,0.9120473,-7.6303,0.09879605,NA,,
ILMN_1739076,5.30E-01,3.87E-01,0.9119076,-7.63043,0.10455328,16306565,HIST1H2BO,"histone cluster 1, H2bo"
ILMN_1684485,5.30E-01,3.87E-01,-0.9118716,-7.63046,-0.09237057,NA,,
ILMN_1735832,5.30E-01,3.88E-01,-0.911778,-7.63055,-0.11160313,NA,,
ILMN_1659490,5.30E-01,3.88E-01,0.9116798,-7.63064,0.43119408,NA,,
ILMN_1675923,5.30E-01,3.88E-01,-0.9116615,-7.63066,-0.06708962,NA,,
ILMN_1888288,5.30E-01,3.88E-01,0.9114356,-7.63087,0.08155718,5440403,,
ILMN_1680104,5.30E-01,3.88E-01,0.9111842,-7.6311,0.16458219,223671914,SLC35C1,solute carrier family 35 member C1
ILMN_1798664,5.30E-01,3.88E-01,-0.9110997,-7.63118,-0.0838384,NA,,
ILMN_1684336,5.30E-01,3.88E-01,0.9110722,-7.6312,0.07538894,269847545,VEPH1,ventricular zone expressed PH domain containing 1
ILMN_1796663,5.30E-01,3.88E-01,-0.9110345,-7.63124,-0.43272053,227498915,B4GALNT4,"beta-1,4-N-acetyl-galactosaminyltransferase 4"
ILMN_2124757,5.30E-01,3.88E-01,0.9110237,-7.63125,0.19815788,208022688,RPL23AP32,ribosomal protein L23a pseudogene 32
ILMN_1911380,5.31E-01,3.88E-01,0.910962,-7.6313,0.08291384,82860096,,
ILMN_1902983,5.31E-01,3.88E-01,-0.9107265,-7.63152,-0.0698115,2162906,,
ILMN_1834752,5.31E-01,3.88E-01,-0.910605,-7.63164,-0.09706071,18987424,,
ILMN_1861961,5.31E-01,3.88E-01,-0.9105833,-7.63166,-0.11822411,13721272,,
ILMN_1862317,5.31E-01,3.88E-01,-0.9105334,-7.6317,-0.08773467,3432468,,
ILMN_1790572,5.31E-01,3.88E-01,-0.9103611,-7.63186,-0.1308615,NA,,
ILMN_1834182,5.31E-01,3.88E-01,-0.9100708,-7.63213,-0.11877985,2434774,,
ILMN_1904606,5.31E-01,3.88E-01,0.9099764,-7.63222,0.10255327,10985468,,
ILMN_1712939,5.31E-01,3.88E-01,0.9099433,-7.63225,0.07013721,NA,,
ILMN_2215355,5.31E-01,3.88E-01,-0.9099191,-7.63227,-0.08189062,NA,,
ILMN_1834535,5.31E-01,3.88E-01,-0.9098963,-7.63229,-0.08266081,3805493,,
ILMN_1678847,5.31E-01,3.89E-01,0.9096982,-7.63248,0.08673706,NA,,
ILMN_1777312,5.31E-01,3.89E-01,0.9096014,-7.63256,0.12388182,NA,,
ILMN_1817975,5.31E-01,3.89E-01,-0.9095172,-7.63264,-0.08554513,32032135,,
ILMN_1823296,5.31E-01,3.89E-01,-0.9093529,-7.63279,-0.10843732,NA,,
ILMN_1749424,5.32E-01,3.89E-01,-0.9091049,-7.63302,-0.07693815,NA,,
ILMN_1651358,5.32E-01,3.89E-01,-0.9089547,-7.63316,-0.08146006,28302129,HBE1,hemoglobin subunit epsilon 1
ILMN_1881266,5.32E-01,3.89E-01,-0.908947,-7.63317,-0.08446573,5175693,,
ILMN_1770701,5.32E-01,3.89E-01,-0.908847,-7.63326,-0.08860013,52627165,OR52H1,olfactory receptor family 52 subfamily H member 1
ILMN_1766120,5.32E-01,3.89E-01,-0.9085335,-7.63355,-0.08106937,NA,,
ILMN_1784420,5.32E-01,3.89E-01,-0.9084684,-7.63361,-0.10681804,NA,,
ILMN_1829919,5.32E-01,3.89E-01,0.9080973,-7.63396,0.08468965,113722123,ACTC1,"actin, alpha, cardiac muscle 1"
ILMN_2147114,5.32E-01,3.89E-01,-0.9080091,-7.63404,-0.30179844,46249387,PSPH,phosphoserine phosphatase
ILMN_1913966,5.32E-01,3.89E-01,0.9079871,-7.63406,0.13416926,10436888,,
ILMN_1841757,5.32E-01,3.90E-01,0.9076946,-7.63433,0.11089884,23832548,,
ILMN_1709825,5.32E-01,3.90E-01,0.9076201,-7.6344,0.13987436,384871677,WDR89,WD repeat domain 89
ILMN_1804788,5.32E-01,3.90E-01,0.90762,-7.6344,0.12410345,528881092,CLVS2,clavesin 2
ILMN_1816390,5.32E-01,3.90E-01,-0.9076172,-7.6344,-0.07042078,83139887,,
ILMN_1754532,5.32E-01,3.90E-01,0.9075871,-7.63443,0.10422898,NA,,
ILMN_1659693,5.33E-01,3.90E-01,0.9072488,-7.63474,0.0813941,NA,,
ILMN_1749804,5.33E-01,3.90E-01,0.9071128,-7.63487,0.08293139,1000814585,ADSSL1,adenylosuccinate synthase like 1
ILMN_1741331,5.33E-01,3.90E-01,0.9069882,-7.63498,0.17243468,224451115,AP5M1,adaptor related protein complex 5 mu 1 subunit
ILMN_2391959,5.33E-01,3.90E-01,-0.9069318,-7.63503,-0.07896201,14270492,PCDHGB2,"protocadherin gamma subfamily B, 2"
ILMN_1906585,5.33E-01,3.90E-01,-0.9066951,-7.63525,-0.11441618,7154206,,
ILMN_1668285,5.33E-01,3.90E-01,0.906123,-7.63578,0.064199,194353986,APBA1,amyloid beta precursor protein binding family A member 1
ILMN_1721563,5.33E-01,3.90E-01,-0.9061213,-7.63578,-0.16617091,305682550,TMEM127,transmembrane protein 127
ILMN_1845894,5.33E-01,3.90E-01,0.9060717,-7.63583,0.11079416,83091032,,
ILMN_1854224,5.33E-01,3.90E-01,-0.9059542,-7.63594,-0.07568862,38149419,,
ILMN_1715650,5.33E-01,3.90E-01,0.9058936,-7.63599,0.13058338,NA,,
ILMN_1659550,5.33E-01,3.90E-01,0.9058875,-7.636,0.34848525,NA,,
ILMN_1856031,5.33E-01,3.90E-01,0.9058772,-7.63601,0.10667175,18794041,LINC01243,long intergenic non-protein coding RNA 1243
ILMN_1705231,5.33E-01,3.90E-01,0.9057839,-7.63609,0.72606176,188528662,SLCO2A1,solute carrier organic anion transporter family member 2A1
ILMN_1846845,5.33E-01,3.91E-01,-0.9057762,-7.6361,-0.08714749,28364184,,
ILMN_1657874,5.34E-01,3.91E-01,-0.905394,-7.63645,-0.10330877,NA,,
ILMN_1844491,5.34E-01,3.91E-01,-0.9053601,-7.63648,-0.09034793,2968604,,
ILMN_1732630,5.34E-01,3.91E-01,-0.9053329,-7.63651,-0.07338044,25121981,CRISP1,cysteine rich secretory protein 1
ILMN_1787689,5.34E-01,3.91E-01,0.9053258,-7.63652,0.07046041,215272405,RBFOX1,"RNA binding protein, fox-1 homolog 1"
ILMN_1681683,5.34E-01,3.91E-01,0.9052943,-7.63654,0.20368268,NA,,
ILMN_2358784,5.34E-01,3.91E-01,0.9052917,-7.63655,0.08505522,320202948,ASB3,ankyrin repeat and SOCS box containing 3
ILMN_1837862,5.34E-01,3.91E-01,-0.9051785,-7.63665,-0.07197714,39887283,,
ILMN_1682592,5.34E-01,3.91E-01,-0.9051724,-7.63666,-0.1005683,315467847,IL19,interleukin 19
ILMN_1836807,5.34E-01,3.91E-01,0.9050322,-7.63679,0.11747538,30050901,,
ILMN_1740441,5.34E-01,3.91E-01,-0.9049935,-7.63682,-0.1406332,284448549,CYB5R3,cytochrome b5 reductase 3
ILMN_1691123,5.34E-01,3.91E-01,-0.9049007,-7.63691,-0.1115467,NA,,
ILMN_1886789,5.34E-01,3.91E-01,-0.904853,-7.63695,-0.08695631,338796,,
ILMN_1776151,5.34E-01,3.91E-01,-0.9047361,-7.63706,-0.16581999,284172519,OLFML1,olfactomedin like 1
ILMN_1851664,5.34E-01,3.91E-01,-0.9047241,-7.63707,-0.05783787,81227999,,
ILMN_1891267,5.34E-01,3.91E-01,-0.9047121,-7.63708,-0.09384054,18984856,,
ILMN_1818643,5.34E-01,3.91E-01,-0.9046708,-7.63712,-0.1079024,23369821,,
ILMN_1661178,5.34E-01,3.91E-01,0.9046512,-7.63714,0.07942619,320202953,NR4A1,nuclear receptor subfamily 4 group A member 1
ILMN_1869619,5.34E-01,3.91E-01,-0.9046296,-7.63716,-0.09226681,6472488,,
ILMN_1786631,5.34E-01,3.91E-01,-0.9045937,-7.63719,-0.06399279,186910310,SIX6,SIX homeobox 6
ILMN_1728295,5.34E-01,3.91E-01,0.9045548,-7.63723,0.07725623,NA,,
ILMN_1812638,5.34E-01,3.91E-01,0.904527,-7.63725,0.12059822,51479155,ATP5L,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit G"
ILMN_1844895,5.34E-01,3.91E-01,0.9044927,-7.63728,0.09850581,83123609,,
ILMN_1906889,5.34E-01,3.91E-01,0.9044199,-7.63735,0.08753668,2805186,,
ILMN_1738549,5.34E-01,3.91E-01,0.9042846,-7.63748,0.14024658,746815962,VPREB1,pre-B lymphocyte 1
ILMN_1731144,5.34E-01,3.91E-01,0.9041381,-7.63761,0.08625059,NA,,
ILMN_1652088,5.34E-01,3.91E-01,-0.9040946,-7.63765,-0.08515021,77874205,PAPOLB,poly(A) polymerase beta
ILMN_1746659,5.34E-01,3.91E-01,0.9040831,-7.63766,0.0982331,NA,,
ILMN_1721685,5.34E-01,3.91E-01,0.9039571,-7.63778,0.08580106,NA,,
ILMN_1915547,5.34E-01,3.91E-01,-0.9038287,-7.6379,-0.08475574,NA,,
ILMN_1657652,5.34E-01,3.92E-01,-0.9037514,-7.63797,-0.14251277,NA,,
ILMN_1679233,5.34E-01,3.92E-01,0.9037095,-7.638,0.0809317,25168259,SGK2,"SGK2, serine/threonine kinase 2"
ILMN_1871817,5.34E-01,3.92E-01,-0.9036232,-7.63808,-0.08203103,27831023,,
ILMN_1688218,5.34E-01,3.92E-01,0.9032317,-7.63844,0.07431091,NA,,
ILMN_1907101,5.34E-01,3.92E-01,0.9032037,-7.63847,0.1181277,27824474,,
ILMN_1795843,5.34E-01,3.92E-01,-0.9031717,-7.6385,-0.07146085,611435020,COL19A1,collagen type XIX alpha 1 chain
ILMN_1907564,5.34E-01,3.92E-01,0.9031513,-7.63852,0.05533053,11594969,,
ILMN_1818922,5.34E-01,3.92E-01,0.9030376,-7.63862,0.11907441,83086953,,
ILMN_1840283,5.35E-01,3.92E-01,-0.9029851,-7.63867,-0.09158052,27878573,,
ILMN_2218758,5.35E-01,3.92E-01,-0.9029013,-7.63875,-0.13784818,221219006,NECAB1,N-terminal EF-hand calcium binding protein 1
ILMN_1872100,5.35E-01,3.92E-01,0.9028723,-7.63878,0.07526871,13731198,,
ILMN_1878666,5.35E-01,3.92E-01,-0.9026346,-7.63899,-0.1500199,7280594,,
ILMN_1707304,5.35E-01,3.92E-01,0.9025775,-7.63905,0.09673576,156071501,KLF1,Kruppel like factor 1
ILMN_1860117,5.35E-01,3.92E-01,-0.9024616,-7.63915,-0.17212727,46570919,,
ILMN_1902094,5.35E-01,3.92E-01,0.902415,-7.6392,0.09577157,4983826,LOC100130745,uncharacterized LOC100130745
ILMN_1673485,5.35E-01,3.92E-01,0.9023987,-7.63921,0.13201211,723586619,C3orf35,chromosome 3 open reading frame 35
ILMN_1844647,5.35E-01,3.92E-01,-0.9023419,-7.63926,-0.06468236,24134341,,
ILMN_1912773,5.35E-01,3.92E-01,0.9023417,-7.63926,0.11781836,2942073,,
ILMN_1724511,5.35E-01,3.92E-01,0.9021112,-7.63948,0.12589357,116174747,DBX2,developing brain homeobox 2
ILMN_1678148,5.35E-01,3.92E-01,-0.9020539,-7.63953,-0.10103302,NA,,
ILMN_2248822,5.35E-01,3.92E-01,0.9019717,-7.6396,0.06940349,731184214,APOL2,apolipoprotein L2
ILMN_1705757,5.35E-01,3.92E-01,-0.9019316,-7.63964,-0.12032302,90669306,CCNB3,cyclin B3
ILMN_1829898,5.35E-01,3.92E-01,0.9017989,-7.63976,0.07862059,13669845,LINC00844,long intergenic non-protein coding RNA 844
ILMN_1815093,5.35E-01,3.93E-01,0.9017319,-7.63982,0.08614279,52693922,OR6M1,olfactory receptor family 6 subfamily M member 1
ILMN_1823763,5.35E-01,3.93E-01,-0.901626,-7.63992,-0.10475296,27823006,,
ILMN_1693244,5.35E-01,3.93E-01,-0.9015571,-7.63998,-0.12539711,51477701,SMARCD3,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"
ILMN_1661004,5.35E-01,3.93E-01,0.9015158,-7.64002,0.0840546,574584860,LINC00905,long intergenic non-protein coding RNA 905
ILMN_1678235,5.35E-01,3.93E-01,0.9015115,-7.64003,0.4634534,301500641,KANSL1,KAT8 regulatory NSL complex subunit 1
ILMN_1686748,5.35E-01,3.93E-01,-0.9015057,-7.64003,-0.2860679,568384776,TMEM9,transmembrane protein 9
ILMN_1652732,5.35E-01,3.93E-01,-0.901416,-7.64011,-0.22006025,197276639,HTR7,5-hydroxytryptamine receptor 7
ILMN_1792473,5.35E-01,3.93E-01,0.9012857,-7.64023,0.90045631,974987467,AIF1,allograft inflammatory factor 1
ILMN_1770281,5.35E-01,3.93E-01,-0.9012598,-7.64026,-0.10523272,669174622,ERC1,ELKS/RAB6-interacting/CAST family member 1
ILMN_1662271,5.35E-01,3.93E-01,0.9012549,-7.64026,0.08435952,NA,,
ILMN_1774547,5.35E-01,3.93E-01,0.9012451,-7.64027,0.10371456,338968847,MPRIP,myosin phosphatase Rho interacting protein
ILMN_1764070,5.35E-01,3.93E-01,-0.9012151,-7.6403,-0.07549286,NA,,
ILMN_1853040,5.35E-01,3.93E-01,-0.9011925,-7.64032,-0.09477492,NA,,
ILMN_1854287,5.35E-01,3.93E-01,0.9010355,-7.64046,0.13437742,31445450,,
ILMN_1656176,5.35E-01,3.93E-01,0.9008734,-7.64061,0.07099072,NA,,
ILMN_1888257,5.35E-01,3.93E-01,-0.900866,-7.64062,-0.10138299,3040597,,
ILMN_1701239,5.35E-01,3.93E-01,0.9008519,-7.64063,0.07790146,586597923,SPRR2E,small proline rich protein 2E
ILMN_1701993,5.35E-01,3.93E-01,-0.9008492,-7.64064,-0.07796421,221625452,GRID1,glutamate ionotropic receptor delta type subunit 1
ILMN_1726752,5.35E-01,3.93E-01,0.900828,-7.64065,0.14118233,305410840,APTX,aprataxin
ILMN_1749429,5.35E-01,3.93E-01,0.9008261,-7.64066,0.14751587,269315832,ZCCHC5,zinc finger CCHC-type containing 5
ILMN_1909055,5.35E-01,3.93E-01,-0.9008056,-7.64068,-0.07395198,3675697,,
ILMN_2233539,5.35E-01,3.93E-01,0.9007313,-7.64074,0.76447236,59710105,SLC39A8,solute carrier family 39 member 8
ILMN_1898077,5.35E-01,3.93E-01,0.900662,-7.64081,0.06227401,27824097,,
ILMN_1704793,5.36E-01,3.93E-01,0.9005292,-7.64093,0.07707112,746816036,MYPOP,"Myb related transcription factor, partner of profilin"
ILMN_1783735,5.36E-01,3.93E-01,0.9004187,-7.64103,0.2734076,NA,,
ILMN_1697620,5.36E-01,3.93E-01,0.9004138,-7.64104,0.10428661,393290855,KCNJ4,potassium voltage-gated channel subfamily J member 4
ILMN_1702447,5.36E-01,3.93E-01,-0.9003672,-7.64108,-0.99953518,64085376,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2
ILMN_1788268,5.36E-01,3.93E-01,0.9003249,-7.64112,0.21412764,215422304,NAPG,NSF attachment protein gamma
ILMN_1675165,5.36E-01,3.93E-01,0.9002217,-7.64121,0.09799855,NA,,
ILMN_1697417,5.36E-01,3.93E-01,-0.9002079,-7.64122,-0.11845824,NA,,
ILMN_1846277,5.36E-01,3.93E-01,0.9000605,-7.64136,0.07484484,81459825,,
ILMN_1683774,5.36E-01,3.93E-01,0.8999154,-7.64149,0.14352643,269973860,IL2RA,interleukin 2 receptor subunit alpha
ILMN_1701267,5.36E-01,3.93E-01,-0.8998249,-7.64158,-0.06814566,NA,,
ILMN_1728125,5.36E-01,3.94E-01,0.899705,-7.64169,0.08920333,NA,,
ILMN_1872400,5.36E-01,3.94E-01,-0.8996273,-7.64176,-0.08506733,30853593,,
ILMN_1882938,5.36E-01,3.94E-01,-0.8996204,-7.64176,-0.11803885,NA,,
ILMN_1902494,5.36E-01,3.94E-01,-0.8992306,-7.64212,-0.17259388,8366420,,
ILMN_1724254,5.36E-01,3.94E-01,0.8991826,-7.64216,0.10122629,38569395,INSL6,insulin like 6
ILMN_1664771,5.36E-01,3.94E-01,0.899117,-7.64223,0.09852635,5729959,OR5I1,olfactory receptor family 5 subfamily I member 1
ILMN_1663273,5.36E-01,3.94E-01,-0.8991047,-7.64224,-0.12243239,NA,,
ILMN_1715963,5.36E-01,3.94E-01,-0.8989194,-7.64241,-0.26860336,74229028,FBXO7,F-box protein 7
ILMN_1797594,5.36E-01,3.94E-01,0.8988832,-7.64244,0.26675161,342672016,NFAT5,nuclear factor of activated T-cells 5
ILMN_1787908,5.36E-01,3.94E-01,0.8988206,-7.6425,0.07915494,124430556,ADAMTS20,ADAM metallopeptidase with thrombospondin type 1 motif 20
ILMN_1749014,5.36E-01,3.94E-01,-0.8987078,-7.6426,-0.18009014,38569420,ACLY,ATP citrate lyase
ILMN_1746801,5.36E-01,3.94E-01,0.8986123,-7.64269,0.81080768,187608600,CGN,cingulin
ILMN_1810941,5.36E-01,3.94E-01,-0.8985326,-7.64276,-0.32904058,205830449,COMT,catechol-O-methyltransferase
ILMN_1677887,5.37E-01,3.94E-01,-0.8984379,-7.64285,-0.43125184,1015125297,PMS2,"PMS1 homolog 2, mismatch repair system component"
ILMN_1855168,5.37E-01,3.94E-01,-0.8983936,-7.64289,-0.08673935,6838079,,
ILMN_1676659,5.37E-01,3.94E-01,-0.8980626,-7.64319,-0.07396494,NA,,
ILMN_1753683,5.37E-01,3.94E-01,-0.8979725,-7.64327,-0.13548463,594140675,SOCS7,suppressor of cytokine signaling 7
ILMN_1874720,5.37E-01,3.95E-01,0.8977385,-7.64349,0.0815779,27838058,,
ILMN_1661309,5.37E-01,3.95E-01,0.897689,-7.64353,0.08496564,59709426,XKR4,XK related 4
ILMN_1661770,5.37E-01,3.95E-01,-0.8975177,-7.64369,-0.29337448,226442885,KDM4C,lysine demethylase 4C
ILMN_1900477,5.37E-01,3.95E-01,-0.8974772,-7.64373,-0.14210555,18994029,,
ILMN_1844002,5.37E-01,3.95E-01,0.8973657,-7.64383,0.07316367,6450760,LOC100507443,uncharacterized LOC100507443
ILMN_1802730,5.37E-01,3.95E-01,0.8972651,-7.64392,0.10701176,NA,,
ILMN_1654639,5.37E-01,3.95E-01,0.8969899,-7.64417,0.37295641,61563741,HERC6,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
ILMN_1825875,5.37E-01,3.95E-01,-0.8969657,-7.6442,-0.07857898,82069332,,
ILMN_2220772,5.37E-01,3.95E-01,0.8969068,-7.64425,0.09792948,NA,,
ILMN_1746408,5.37E-01,3.95E-01,-0.896854,-7.6443,-0.18007844,58761507,MIDN,midnolin
ILMN_1719661,5.37E-01,3.95E-01,-0.896828,-7.64432,-0.08970324,45439350,MSRB1,methionine sulfoxide reductase B1
ILMN_1861772,5.37E-01,3.95E-01,-0.8967444,-7.6444,-0.09222727,27823665,,
ILMN_1853531,5.37E-01,3.95E-01,-0.8967255,-7.64442,-0.09913705,6990322,,
ILMN_1665311,5.37E-01,3.95E-01,-0.8965841,-7.64455,-0.162461,167621442,STH,saitohin
ILMN_1892970,5.37E-01,3.95E-01,0.896553,-7.64457,0.07739763,18986969,,
ILMN_1861923,5.38E-01,3.95E-01,-0.8964456,-7.64467,-0.0949324,6975037,,
ILMN_1709799,5.38E-01,3.95E-01,0.8963611,-7.64475,0.11512906,322812180,C6orf25,chromosome 6 open reading frame 25
ILMN_1706600,5.38E-01,3.95E-01,-0.8963595,-7.64475,-0.08399561,NA,,
ILMN_1907499,5.38E-01,3.95E-01,-0.8962789,-7.64482,-0.08682839,24659763,,
ILMN_1849508,5.38E-01,3.95E-01,-0.8960698,-7.64502,-0.13207417,19760190,,
ILMN_1836776,5.38E-01,3.95E-01,-0.8960022,-7.64508,-0.29798151,21749682,MPRIP,myosin phosphatase Rho interacting protein
ILMN_1743097,5.38E-01,3.95E-01,0.895925,-7.64515,0.22251689,573014813,XRCC6,X-ray repair cross complementing 6
ILMN_1875027,5.38E-01,3.95E-01,0.8958638,-7.6452,0.13605038,80489802,,
ILMN_1716859,5.38E-01,3.96E-01,0.8958198,-7.64524,0.23989247,375151559,TDO2,"tryptophan 2,3-dioxygenase"
ILMN_1679185,5.38E-01,3.96E-01,-0.8955944,-7.64545,-0.79725607,260656053,LEF1,lymphoid enhancer binding factor 1
ILMN_1907685,5.38E-01,3.96E-01,0.8954371,-7.64559,0.09556265,83079739,,
ILMN_1699131,5.38E-01,3.96E-01,-0.8953985,-7.64563,-0.10287647,NA,,
ILMN_1797432,5.38E-01,3.96E-01,-0.8952799,-7.64574,-0.1194334,253683412,SLC35G3,solute carrier family 35 member G3
ILMN_1910679,5.38E-01,3.96E-01,0.8952687,-7.64575,0.07029419,1482931,,
ILMN_1713982,5.38E-01,3.96E-01,0.8951347,-7.64587,0.08387861,NA,,
ILMN_1703229,5.38E-01,3.96E-01,0.8950694,-7.64593,0.34468813,94721310,MFSD14B,major facilitator superfamily domain containing 14B
ILMN_1895158,5.38E-01,3.96E-01,-0.8948788,-7.6461,-0.08810078,80777697,,
ILMN_2174266,5.38E-01,3.96E-01,0.8948651,-7.64612,0.07199094,32563549,RBMY1A3P,"RNA binding motif protein, Y-linked, family 1, member A3 pseudogene"
ILMN_1830253,5.38E-01,3.96E-01,0.8948283,-7.64615,0.09107802,7149137,,
ILMN_1800634,5.38E-01,3.96E-01,-0.8946887,-7.64628,-0.20786236,37675275,NME4,NME/NM23 nucleoside diphosphate kinase 4
ILMN_1906528,5.38E-01,3.96E-01,-0.8946738,-7.64629,-0.08933945,5529663,,
ILMN_2135984,5.38E-01,3.96E-01,-0.8946385,-7.64632,-0.13299434,1002819396,MASTL,microtubule associated serine/threonine kinase like
ILMN_1794846,5.38E-01,3.96E-01,0.8945692,-7.64639,0.08460302,116174787,LRRC4,leucine rich repeat containing 4
ILMN_1687403,5.38E-01,3.96E-01,0.8945583,-7.6464,0.19196536,970259829,MRPL40,mitochondrial ribosomal protein L40
ILMN_1832067,5.38E-01,3.96E-01,-0.8944888,-7.64646,-0.10312964,20360527,,
ILMN_1763823,5.38E-01,3.96E-01,-0.8944299,-7.64651,-0.06402378,NA,,
ILMN_1708167,5.38E-01,3.96E-01,-0.8943778,-7.64656,-0.19004393,507834047,CDCP1,CUB domain containing protein 1
ILMN_1746386,5.39E-01,3.96E-01,-0.8943099,-7.64662,-0.09450175,NA,,
ILMN_1667239,5.39E-01,3.96E-01,-0.8942608,-7.64667,-0.32520728,193083152,INPP1,inositol polyphosphate-1-phosphatase
ILMN_2298577,5.39E-01,3.96E-01,-0.8942265,-7.6467,-0.09438028,410651497,TBX18,T-box 18
ILMN_1676348,5.39E-01,3.96E-01,0.8941855,-7.64674,0.13236914,193804855,CXorf36,chromosome X open reading frame 36
ILMN_1896169,5.39E-01,3.96E-01,0.8941808,-7.64674,0.07993151,79233917,LOC101928977,uncharacterized LOC101928977
ILMN_1679274,5.39E-01,3.96E-01,0.8941456,-7.64677,0.07562567,NA,,
ILMN_1730848,5.39E-01,3.96E-01,-0.8940475,-7.64686,-0.24446503,40354194,KRT18,keratin 18
ILMN_1827990,5.39E-01,3.96E-01,-0.8940382,-7.64687,-0.09449339,5407126,LOC105370016,uncharacterized LOC105370016
ILMN_1837396,5.39E-01,3.96E-01,0.8939749,-7.64693,0.11020832,5339181,,
ILMN_1820335,5.39E-01,3.97E-01,-0.8937589,-7.64713,-0.07756504,2658050,,
ILMN_1736713,5.39E-01,3.97E-01,-0.8937314,-7.64715,-0.10672102,117606319,SPIN2A,spindlin family member 2A
ILMN_1877880,5.39E-01,3.97E-01,0.8936784,-7.6472,0.06735424,27877976,,
ILMN_1757317,5.39E-01,3.97E-01,-0.8935863,-7.64728,-0.20667057,964751018,LARS,leucyl-tRNA synthetase
ILMN_1707534,5.39E-01,3.97E-01,0.8935138,-7.64735,0.23787778,291084503,NKRF,NFKB repressing factor
ILMN_1820317,5.39E-01,3.97E-01,0.8934573,-7.6474,0.10617628,2115177,,
ILMN_1674789,5.39E-01,3.97E-01,0.8934279,-7.64743,0.15111707,NA,,
ILMN_1779615,5.39E-01,3.97E-01,0.893303,-7.64754,0.06244799,NA,,
ILMN_1676126,5.39E-01,3.97E-01,-0.8931816,-7.64765,-0.07592119,NA,,
ILMN_1654570,5.39E-01,3.97E-01,-0.8930034,-7.64782,-0.10619564,16753230,TEKT1,tektin 1
